name;female;birthdate;birthplace;link
Barbara Baxley;True;1/1/1923;['Porterville, California', ', U.S.'];https://en.wikipedia.org/wiki/Barbara_Baxley
Ben Vereen;False;10/10/1946;['Laurinburg, North Carolina', ', U.S.'];https://en.wikipedia.org/wiki/Ben_Vereen
Barbara Barrie;True;23/5/1931;['Chicago', ', ', 'Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Barbara_Barrie
Paul Dooley;False;22/2/1928;['Parkersburg, West Virginia', ', U.S.'];https://en.wikipedia.org/wiki/Paul_Dooley
Laurence Fishburne;False;30/7/1961;['Augusta, Georgia', ', U.S.'];https://en.wikipedia.org/wiki/Larry_Fishburne
Melvyn Douglas;False;5/4/1901;['Macon, Georgia', ', U.S.'];https://en.wikipedia.org/wiki/Melvyn_Douglas
Robyn Douglass;True;21/6/1953;['Sendai', ', ', 'Japan'];https://en.wikipedia.org/wiki/Robyn_Douglass
John Hurt;False;22/1/1940;['Chesterfield, Derbyshire', ', England'];https://en.wikipedia.org/wiki/John_Hurt
Richard Dysart;False;30/3/1929;['Boston', ', ', 'Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Richard_Dysart
Richard Basehart;False;31/8/1914;['Zanesville, Ohio', ', U.S.'];https://en.wikipedia.org/wiki/Richard_Basehart
Thelonious Bernard;False;;[];https://en.wikipedia.org/wiki/Thelonious_Bernard
Yaphet Kotto;False;15/11/1939;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Yaphet_Kotto
Sally Kellerman;True;2/6/1937;['Long Beach, California', ', U.S.'];https://en.wikipedia.org/wiki/Sally_Kellerman
David Bennent;False;9/9/1966;['Lausanne', ', Switzerland'];https://en.wikipedia.org/wiki/David_Bennent
Arthur Hill (Canadian actor);False;1/8/1922;['Melfort, Saskatchewan', ', Canada'];https://en.wikipedia.org/wiki/Arthur_Hill_(Canadian_actor)
Mario Adorf;False;8/9/1930;['Zürich', ', ', 'Switzerland'];https://en.wikipedia.org/wiki/Mario_Adorf
Kelly Reno;False;19/6/1966;['Pueblo', ', ', 'Colorado', ', US'];https://en.wikipedia.org/wiki/Kelly_Reno
Albert Hall (actor);False;10/11/1937;['Brighton', ', ', 'Alabama', ', U.S.'];https://en.wikipedia.org/wiki/Albert_Hall_(actor)
Angela Winkler;True;22/1/1944;['Templin', ', Germany'];https://en.wikipedia.org/wiki/Angela_Winkler
Laurence Olivier;False;;[];https://en.wikipedia.org/wiki/Laurence_Olivier
Clarence Muse;False;1889-10-14;['Baltimore, Maryland', ', U.S.'];https://en.wikipedia.org/wiki/Clarence_Muse
Daniel Olbrychski;False;27/2/1945;['Łowicz', ', Poland'];https://en.wikipedia.org/wiki/Daniel_Olbrychski
Hoyt Axton;False;25/3/1938;[];https://en.wikipedia.org/wiki/Hoyt_Axton
John Cazale;False;12/8/1935;['Revere, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/John_Cazale
Katharina Thalbach;True;19/1/1954;['East Berlin', ', ', 'East Germany'];https://en.wikipedia.org/wiki/Katharina_Thalbach
Michael Higgins (actor);False;20/1/1920;['Brooklyn', ', ', 'New York'];https://en.wikipedia.org/wiki/Michael_Higgins_(actor)
Bo Hopkins;False;2/2/1938;['Greenville, South Carolina', ', U.S.'];https://en.wikipedia.org/wiki/Bo_Hopkins
Irene Miracle;True;;[];https://en.wikipedia.org/wiki/Irene_Miracle
James Mason;False;15/5/1909;['Huddersfield', ', England'];https://en.wikipedia.org/wiki/James_Mason
Charles Aznavour;False;22/5/1924;['Paris, ', 'French Third Republic'];https://en.wikipedia.org/wiki/Charles_Aznavour
Brooke Adams (actress);True;;['New York City, U.S.'];https://en.wikipedia.org/wiki/Brooke_Adams_(actress)
Mickey Rooney;False;23/9/1920;['New York City, U.S.'];https://en.wikipedia.org/wiki/Mickey_Rooney
John Savage (actor);False;25/8/1949;['Old Bethpage, New York', ', U.S.'];https://en.wikipedia.org/wiki/John_Savage_(actor)
Frederic Forrest;False;23/12/1936;['Waxahachie, Texas', ', U.S.'];https://en.wikipedia.org/wiki/Frederic_Forrest
Dyan Cannon;True;4/1/1937;['Tacoma, Washington', ', U.S.'];https://en.wikipedia.org/wiki/Dyan_Cannon
Paul L. Smith;False;24/6/1936;['Everett', ', ', 'Massachusetts', ', ', 'U.S.'];https://en.wikipedia.org/wiki/Paul_L._Smith
Linda Manz;True;20/8/1961;['New York City', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Linda_Manz
Don Stroud;False;1/9/1943;['Honolulu, Hawaii', ', U.S.'];https://en.wikipedia.org/wiki/Don_Stroud
Peter Sellers;False;8/9/1925;['Portsmouth', ', England'];https://en.wikipedia.org/wiki/Peter_Sellers
Jane Birkin;True;14/12/1946;['Marylebone', ', London, England'];https://en.wikipedia.org/wiki/Jane_Birkin
Conrad Janis;False;11/2/1928;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Conrad_Janis
Walter Matthau;False;1/10/1920;['Lower East Side', ' ', 'New York City, New York', ', U.S.'];https://en.wikipedia.org/wiki/Walter_Matthau
Bryan Allen (hang glider);False;;[];https://en.wikipedia.org/wiki/Bryan_Allen_(hang_glider)
Lois Chiles;True;15/4/1947;['Houston', ', ', 'Texas', ', U.S.'];https://en.wikipedia.org/wiki/Lois_Chiles
Peter Ustinov;False;16/4/1921;['Belsize Park', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Peter_Ustinov
William Jordan (actor);False;13/10/1937;['Milan, Indiana'];https://en.wikipedia.org/wiki/William_Jordan_(actor)
Carole Laure;True;5/8/1948;['Shawinigan', ', ', 'Quebec', ', Canada'];https://en.wikipedia.org/wiki/Carole_Laure
Patrick Dewaere;False;26/1/1947;['Saint-Brieuc', ', France'];https://en.wikipedia.org/wiki/Patrick_Dewaere
Richard Pryor;False;1/12/1940;[];https://en.wikipedia.org/wiki/Richard_Pryor
Elaine May;True;21/4/1932;['Philadelphia', ', ', 'Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Elaine_May
Bette Davis;True;5/4/1908;['Lowell, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Bette_Davis
Jon Finch;False;2/3/1942;['Caterham', ', Surrey, England'];https://en.wikipedia.org/wiki/Jon_Finch
Olivia Hussey;True;17/4/1951;['Buenos Aires', ', Argentina'];https://en.wikipedia.org/wiki/Olivia_Hussey
Suzanne Crough;True;6/3/1963;['Fullerton, California', ', U.S.'];https://en.wikipedia.org/wiki/Suzanne_Crough
Gary Busey;False;29/6/1944;['Goose Creek, Texas', ', ', 'U.S.'];https://en.wikipedia.org/wiki/Gary_Busey
George Kennedy;False;18/2/1925;['New York City, U.S.'];https://en.wikipedia.org/wiki/George_Kennedy
Simon MacCorkindale;False;12/2/1952;['Ely, Cambridgeshire', ', England'];https://en.wikipedia.org/wiki/Simon_MacCorkindale
Bill Cosby;False;12/7/1937;[];https://en.wikipedia.org/wiki/Bill_Cosby
Kerry Condon;True;9/1/1983;['Thurles, County Tipperary', ', Ireland'];https://en.wikipedia.org/wiki/Kerry_Condon
Leila Hatami;True;1/10/1972;['Tehran', ', Iran'];https://en.wikipedia.org/wiki/Leila_Hatami
David Niven;False;1/3/1910;['London', ', England'];https://en.wikipedia.org/wiki/David_Niven
Commodores;False;;[];https://en.wikipedia.org/wiki/The_Commodores
Christopher Reeve;False;25/9/1952;['New York City, U.S.'];https://en.wikipedia.org/wiki/Christopher_Reeve
Jackie Cooper;False;15/9/1922;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Jackie_Cooper
Donna Summer;True;31/12/1948;[];https://en.wikipedia.org/wiki/Donna_Summer
I. S. Johar;False;16/2/1920;['Talagang', ', ', 'Punjab', ', ', 'British India', ' ', ' (', 'present-day ', 'Punjab, Pakistan', ')'];https://en.wikipedia.org/wiki/I._S._Johar
Glenn Ford;False;1/5/1916;"""[""""Sainte-Christine-d'Auvergne, Quebec"""", ', Canada']""";https://en.wikipedia.org/wiki/Glenn_Ford
George Clooney;False;6/5/1961;['Lexington, Kentucky', ', U.S.'];https://en.wikipedia.org/wiki/George_Clooney
Matthew Macfadyen;False;17/10/1974;['Great Yarmouth', ', ', 'Norfolk', ', England'];https://en.wikipedia.org/wiki/Matthew_Macfadyen
Marsha Mason;True;3/4/1942;['St. Louis', ', ', 'Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Marsha_Mason
Peter Cushing;False;26/5/1913;['Kenley', ', ', 'Surrey', ', England'];https://en.wikipedia.org/wiki/Peter_Cushing
Quinn Cummings;True;13/8/1967;['Los Angeles'];https://en.wikipedia.org/wiki/Quinn_Cummings
Tony Roberts (actor);False;22/10/1939;['Manhattan', ', New York City, U.S.'];https://en.wikipedia.org/wiki/Tony_Roberts_(actor)
Valerie Perrine;True;3/9/1943;['Galveston', ', ', 'Texas', ', U.S.'];https://en.wikipedia.org/wiki/Valerie_Perrine
Margot Kidder;True;17/10/1948;['Yellowknife', ', ', 'Northwest Territories', ', Canada'];https://en.wikipedia.org/wiki/Margot_Kidder
Rosemary Murphy;True;13/1/1925;['Munich, Germany'];https://en.wikipedia.org/wiki/Rosemary_Murphy
Maria Schell;True;15/1/1926;['Vienna', ', ', 'Austria'];https://en.wikipedia.org/wiki/Maria_Schell
Maximilian Schell;False;8/12/1930;['Vienna', ', ', 'Austria'];https://en.wikipedia.org/wiki/Maximilian_Schell
Janet Margolin;True;25/7/1943;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Janet_Margolin
Lesley-Anne Down;True;17/3/1954;['Wandsworth', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Lesley-Anne_Down
Sidney Poitier;False;20/2/1927;['Miami, Florida, U.S.'];https://en.wikipedia.org/wiki/Sidney_Poitier
Michal Bat-Adam;True;2/3/1945;['Afula', ', Mandatory Palestine'];https://en.wikipedia.org/wiki/Michal_Bat-Adam
Phyllis Thaxter;True;20/11/1919;['Portland, Maine', ', U.S.'];https://en.wikipedia.org/wiki/Phyllis_Thaxter
Shelley Duvall;True;7/7/1949;['Fort Worth, Texas', ', U.S.'];https://en.wikipedia.org/wiki/Shelley_Duvall
Susannah York;True;9/1/1939;['Chelsea', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Susannah_York
Joe Silver;False;28/9/1922;['Chicago', ', Illinois, U.S.'];https://en.wikipedia.org/wiki/Joe_Silver
Gabriel Jabbour;False;7/11/1922;['Alexandria', ', ', 'Egypt'];https://en.wikipedia.org/wiki/Gabriel_Jabbour
Geneviève Fontanel;True;27/6/1936;['Bordeaux', ', France'];https://en.wikipedia.org/wiki/Genevi%C3%A8ve_Fontanel
Colleen Dewhurst;True;3/6/1924;['Montreal', ', ', 'Quebec', ', Canada'];https://en.wikipedia.org/wiki/Colleen_Dewhurst
William Holden;False;17/4/1918;"""[""""O'Fallon, Illinois"""", ', U.S.']""";https://en.wikipedia.org/wiki/William_Holden
Michael Zaslow;False;1/11/1942;['Inglewood, California'];https://en.wikipedia.org/wiki/Michael_Zaslow
Simone Signoret;True;25/3/1921;['Wiesbaden', ', Germany'];https://en.wikipedia.org/wiki/Simone_Signoret
Faye Dunaway;True;14/1/1941;['Bascom, Florida', ', U.S.'];https://en.wikipedia.org/wiki/Faye_Dunaway
Peter Finch;False;28/9/1916;['South Kensington', ', London, England'];https://en.wikipedia.org/wiki/Peter_Finch
Paul Simon;False;13/10/1941;[];https://en.wikipedia.org/wiki/Paul_Simon
François Truffaut;False;6/2/1932;['Paris, France'];https://en.wikipedia.org/wiki/Fran%C3%A7ois_Truffaut
Martin Balsam;False;4/11/1919;['New York City, U.S.'];https://en.wikipedia.org/wiki/Martin_Balsam
Kris Kristofferson;False;22/6/1936;['Brownsville, Texas', ', U.S.'];https://en.wikipedia.org/wiki/Kris_Kristofferson
David Carradine;False;8/12/1936;['Los Angeles', ', California, U.S'];https://en.wikipedia.org/wiki/David_Carradine
Jan Stussy;False;13/8/1921;['Benton County', ', ', 'Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Jan_Stussy
Cillian Murphy;False;25/5/1976;['Cork', ', Ireland'];https://en.wikipedia.org/wiki/Cillian_Murphy
Gail Strickland;True;;['Birmingham, Alabama', ', US'];https://en.wikipedia.org/wiki/Gail_Strickland
Paul Robeson;False;1898-04-09;['Princeton, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Paul_Robeson
Paul Mazursky;False;25/4/1930;['Brooklyn', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Paul_Mazursky
Lee Remick;True;14/12/1935;['Quincy, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Lee_Remick
Mark Hicks;False;;[];https://en.wikipedia.org/wiki/Mark_Hicks
Joanne Linville;True;15/1/1928;['Bakersfield, California', ', U.S.'];https://en.wikipedia.org/wiki/Joanne_Linville
Barbra Streisand;True;24/4/1942;['New York City, U.S.'];https://en.wikipedia.org/wiki/Barbra_Streisand
Billie Whitelaw;True;6/6/1932;['Coventry', ', ', 'Warwickshire', ',', '[1]', ' England'];https://en.wikipedia.org/wiki/Billie_Whitelaw
Oliver Clark;False;4/1/1939;['Buffalo, New York', ', U.S.'];https://en.wikipedia.org/wiki/Oliver_Clark
Gregory Peck;False;5/4/1916;['San Diego, California', ', U.S.'];https://en.wikipedia.org/wiki/Gregory_Peck
Carol Kane;True;18/6/1952;['Cleveland', ', Ohio, U.S.'];https://en.wikipedia.org/wiki/Carol_Kane
Fionnula Flanagan;True;10/12/1941;['Dublin', ', Ireland'];https://en.wikipedia.org/wiki/Fionnula_Flanagan
Diana Rigg;True;20/7/1938;['Doncaster', ', ', 'West Riding of Yorkshire', ', England'];https://en.wikipedia.org/wiki/Diana_Rigg
Alexander Archdale;False;;['Jhansi', ', ', 'United Provinces of Agra and Oudh', ', ', 'British India'];https://en.wikipedia.org/wiki/Alexander_Archdale
Richard Dreyfuss;False;29/10/1947;['Brooklyn, New York', ', U.S.'];https://en.wikipedia.org/wiki/Richard_Dreyfuss
Elizabeth Taylor;True;27/2/1932;['London', ', England'];https://en.wikipedia.org/wiki/Elizabeth_Taylor
Kelly Macdonald;True;23/2/1976;['Glasgow', ', Scotland'];https://en.wikipedia.org/wiki/Kelly_Macdonald
James Remar;False;31/12/1953;['Boston, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/James_Remar
Jennifer Ehle;True;29/12/1969;['Winston-Salem, North Carolina', ', U.S.'];https://en.wikipedia.org/wiki/Jennifer_Ehle
Aaron Tveit;False;21/10/1983;['Middletown, New York', ', U.S.'];https://en.wikipedia.org/wiki/Aaron_Tveit
Louise Fletcher;True;22/7/1934;['Birmingham, Alabama'];https://en.wikipedia.org/wiki/Louise_Fletcher
Anupam Kher;False;7/3/1955;[];https://en.wikipedia.org/wiki/Anupam_Kher
Bérénice Marlohe;True;19/5/1979;['Paris', ', France'];https://en.wikipedia.org/wiki/B%C3%A9r%C3%A9nice_Marlohe
Marisa Berenson;True;15/2/1947;['New York City, U.S.'];https://en.wikipedia.org/wiki/Marisa_Berenson
Ryan O'Neal;False;20/4/1941;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Ryan_O%27Neal
Michael York;False;27/3/1942;['Fulmer', ', ', 'Buckinghamshire', ', England'];https://en.wikipedia.org/wiki/Michael_York
William Redfield (actor);False;26/1/1927;['New York City, U.S.'];https://en.wikipedia.org/wiki/William_Redfield_(actor)
Josh Gad;False;23/2/1981;['Hollywood, Florida', ', U.S.'];https://en.wikipedia.org/wiki/Josh_Gad
Amanda Seyfried;True;3/12/1985;['Allentown, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Amanda_Seyfried
Hardy Krüger;False;12/4/1928;['Berlin', ', ', 'Brandenburg', ', ', 'Prussia', ', ', 'Germany'];https://en.wikipedia.org/wiki/Hardy_Kruger
Robert Shaw (actor);False;9/8/1927;['Westhoughton', ', ', 'Lancashire', ', ', 'England'];https://en.wikipedia.org/wiki/Robert_Shaw_(actor)
Diana Körner;True;24/9/1944;['Wolmirsleben', ', ', 'Germany'];https://en.wikipedia.org/wiki/Diana_Koerner
Roscoe Lee Browne;False;2/5/1922;['Woodbury, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Roscoe_Lee_Browne
Burt Young;False;30/4/1940;['Queens', ', ', 'New York City', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Burt_Young
Talia Shire;True;25/4/1946;['Lake Success', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Talia_Shire
Gay Hamilton;True;29/4/1943;['Uddingston', ', ', 'South Lanarkshire', ', ', 'Scotland', ', UK'];https://en.wikipedia.org/wiki/Gay_Hamilton
Lorraine Gary;True;16/8/1937;['Forest Hills, New York', ', U.S.'];https://en.wikipedia.org/wiki/Lorraine_Gary
Burgess Meredith;False;16/11/1907;['Cleveland', ', Ohio, U.S.'];https://en.wikipedia.org/wiki/Burgess_Meredith
Murray Hamilton;False;24/3/1923;['Washington, North Carolina', ', U.S.'];https://en.wikipedia.org/wiki/Murray_Hamilton
Farrah Fawcett;True;2/2/1947;['Corpus Christi, Texas', ', U.S.'];https://en.wikipedia.org/wiki/Farrah_Fawcett
George Burns;False;1896-01-20;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/George_Burns
Karen Black;True;1/7/1939;['Park Ridge', ', ', 'Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Karen_Black
Lee Grant;True;;['New York City, U.S.'];https://en.wikipedia.org/wiki/Lee_Grant
Ronee Blakley;True;24/8/1945;['Nampa, Idaho', ', U.S.'];https://en.wikipedia.org/wiki/Ronee_Blakley
Asa Butterfield;False;1/4/1997;['London, England'];https://en.wikipedia.org/wiki/Asa_Butterfield
Lee Meredith;True;;[];https://en.wikipedia.org/wiki/Lee_Meredith
Yury Solomin;False;18/6/1935;['Chita', ', East Siberian Krai, RSFSR, USSR'];https://en.wikipedia.org/wiki/Yury_Solomin
Timothy Brown (actor);False;;['Richmond, Indiana', ', U.S.'];https://en.wikipedia.org/wiki/Timothy_Brown_(actor)
Chloë Grace Moretz;True;10/2/1997;['Atlanta', ', ', 'Georgia', ', U.S.'];https://en.wikipedia.org/wiki/Chlo%C3%AB_Grace_Moretz
Harry Fowler;False;10/12/1926;['Lambeth', ', London, England'];https://en.wikipedia.org/wiki/Harry_Fowler
Richard Briers;False;14/1/1934;['Raynes Park', ', ', 'Surrey', ', England'];https://en.wikipedia.org/wiki/Richard_Briers
Tony Bill;False;23/8/1940;['San Diego', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Tony_Bill
Maxim Munzuk;False;;[];https://en.wikipedia.org/wiki/Maxim_Munzuk
Emily Mortimer;True;6/10/1971;['Hammersmith', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Emily_Mortimer
Yūichirō Miura;False;12/10/1932;[];https://en.wikipedia.org/wiki/Yuichiro_Miura
Robert DoQui;False;20/4/1934;['Stillwater, Oklahoma', ', U.S.'];https://en.wikipedia.org/wiki/Robert_DoQui
Peter Hawkins;False;3/4/1924;['Brixton', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Peter_Hawkins
Anne Bancroft;True;17/9/1931;['New York City, U.S.'];https://en.wikipedia.org/wiki/Anne_Bancroft
George C. Scott;False;18/10/1927;['Wise, Virginia', ', U.S.'];https://en.wikipedia.org/wiki/George_C._Scott
Cyril Shaps;False;13/10/1923;['London', ', England'];https://en.wikipedia.org/wiki/Cyril_Shaps
William Atherton;False;30/7/1947;['Orange, Connecticut', ', U.S.'];https://en.wikipedia.org/wiki/William_Atherton
Roy Thinnes;False;6/4/1938;['Chicago, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Roy_Thinnes
Angus Lennie;False;18/4/1930;['Glasgow', ', Scotland'];https://en.wikipedia.org/wiki/Angus_Lennie
Allen Garfield;False;22/11/1939;['Newark, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Allen_Garfield
Henry Gibson;False;21/9/1935;['Philadelphia, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Henry_Gibson
Steve McQueen;False;24/3/1930;['Beech Grove, Indiana', ', U.S.'];https://en.wikipedia.org/wiki/Steve_McQueen
Gig Young;False;4/11/1913;['St. Cloud, Minnesota', ', U.S.'];https://en.wikipedia.org/wiki/Gig_Young
Richard Benjamin;False;22/5/1938;['New York City, U.S.'];https://en.wikipedia.org/wiki/Richard_Benjamin
David Arkin;False;24/12/1941;['Los Angeles', ', ', 'California', ', United States'];https://en.wikipedia.org/wiki/David_Arkin
James Broderick;False;7/3/1927;['Charlestown', ', ', 'New Hampshire', ', U.S.'];https://en.wikipedia.org/wiki/James_Broderick
Carl Weathers;False;14/1/1948;['New Orleans', ', ', 'Louisiana', ', U.S.'];https://en.wikipedia.org/wiki/Carl_Weathers
Ava Gardner;True;24/12/1922;['Grabtown, North Carolina', ', U.S.'];https://en.wikipedia.org/wiki/Ava_Gardner
Richard Dysart;False;30/3/1929;['Boston', ', ', 'Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Richard_A._Dysart
Charlton Heston;False;4/10/1923;['Wilmette, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Charlton_Heston
Barbara Harris (actress);True;25/7/1935;['Evanston, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Barbara_Harris_(actress)
Susan Blakely;True;;['Frankfurt', ', ', 'Germany'];https://en.wikipedia.org/wiki/Susan_Blakely
Lorne Greene;False;12/2/1915;['Ottawa', ', ', 'Ontario', ', Canada'];https://en.wikipedia.org/wiki/Lorne_Greene
Marianna Hill;True;9/2/1942;['Santa Barbara, California', ', U.S.'];https://en.wikipedia.org/wiki/Mariana_Hill
Geneviève Bujold;True;1/7/1942;['Montreal', ', ', 'Quebec', ', Canada'];https://en.wikipedia.org/wiki/Genevi%C3%A8ve_Bujold
Richard Chamberlain;False;31/3/1934;['Beverly Hills, California', ', U.S.'];https://en.wikipedia.org/wiki/Richard_Chamberlain
Allan F. Nicholls;False;8/4/1945;['Montreal', ', ', 'Quebec', ', Canada'];https://en.wikipedia.org/wiki/Allan_F._Nicholls
Lee Strasberg;False;17/11/1901;['Budzanów, ', 'Kingdom of Galicia and Lodomeria', ', Austria-Hungary (now ', 'Budaniv', ', Ternopil Oblast, Ukraine)'];https://en.wikipedia.org/wiki/Lee_Strasberg
Richard Roundtree;False;9/7/1942;['New Rochelle, New York', ', U.S.'];https://en.wikipedia.org/wiki/Richard_Roundtree
Cristina Raines;True;28/2/1952;['Manila', ', ', 'Philippines'];https://en.wikipedia.org/wiki/Cristina_Raines
Bert Remsen;False;25/2/1925;['Glen Cove, New York', ', U.S.'];https://en.wikipedia.org/wiki/Bert_Remsen
Marjoe Gortner;False;14/1/1944;['Long Beach, California'];https://en.wikipedia.org/wiki/Marjoe_Gortner
Phil Bruns;False;2/5/1931;['Pipestone, Minnesota', ', U.S.'];https://en.wikipedia.org/wiki/Philip_Bruns
Barry Sullivan (American actor);False;29/8/1912;['New York City, U.S.'];https://en.wikipedia.org/wiki/Barry_Sullivan_(actor)
Robert Vaughn;False;22/11/1932;['New York City, U.S.'];https://en.wikipedia.org/wiki/Robert_Vaughn
Robert Wagner;False;10/2/1930;['Detroit', ', ', 'Michigan', ', U.S.'];https://en.wikipedia.org/wiki/Robert_Wagner
Gwen Welles;True;4/3/1951;['Chattanooga, Tennessee', ', U.S.'];https://en.wikipedia.org/wiki/Gwen_Welles
Rachel Roberts (actress);True;20/9/1927;['Llanelli', ', ', 'Carmarthenshire', ', Wales'];https://en.wikipedia.org/wiki/Rachel_Roberts_(actress)
Geraldine Fitzgerald;True;24/11/1913;['Greystones', ', ', 'County Wicklow', ', Ireland'];https://en.wikipedia.org/wiki/Geraldine_Fitzgerald
Victoria Principal;True;3/1/1950;['Fukuoka', ', Japan'];https://en.wikipedia.org/wiki/Victoria_Principal
Keenan Wynn;False;27/7/1916;['New York City', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Keenan_Wynn
Chief Dan George;False;1899-07-24;['Tsleil-Waututh', ', ', 'North Vancouver', ', British Columbia, Canada'];https://en.wikipedia.org/wiki/Chief_Dan_George
Richard Widmark;False;26/12/1914;['Sunrise Township, Minnesota', ', U.S.'];https://en.wikipedia.org/wiki/Richard_Widmark
Jacqueline Bisset;True;13/9/1944;['Weybridge', ', ', 'Surrey', ', England'];https://en.wikipedia.org/wiki/Jacqueline_Bisset
Larry Hagman;False;21/9/1931;['Fort Worth', ', ', 'Texas', ', U.S.'];https://en.wikipedia.org/wiki/Larry_Hagman
Paul Préboist;False;21/2/1927;['Marseille', ', ', 'France'];https://en.wikipedia.org/wiki/Paul_Pr%C3%A9boist
Anthony Perkins;False;4/4/1932;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Anthony_Perkins
Wendy Hiller;True;15/8/1912;['Bramhall', ', ', 'Cheshire', ', England'];https://en.wikipedia.org/wiki/Wendy_Hiller
Josh Mostel;False;21/12/1946;['New York City, New York', ', ', 'U.S.'];https://en.wikipedia.org/wiki/Josh_Mostel
Arthur Hunnicutt;False;17/2/1910;['Gravelly, Arkansas', ', U.S.'];https://en.wikipedia.org/wiki/Arthur_Hunnicutt
Bradford Dillman;False;14/4/1930;['San Francisco', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Bradford_Dillman
Eileen Brennan;True;3/9/1932;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Eileen_Brennan
Barbara Rhoades;True;23/3/1946;['Poughkeepsie, New York', ', U.S.'];https://en.wikipedia.org/wiki/Barbara_Rhoades
O. J. Simpson;True;9/7/1947;[];https://en.wikipedia.org/wiki/O._J._Simpson
Cliff DeYoung;False;12/2/1945;['Los Angeles', ', California, U.S.'];https://en.wikipedia.org/wiki/Cliff_DeYoung
Kitty Winn;True;21/2/1944;['Washington, D.C.', ', U.S.'];https://en.wikipedia.org/wiki/Kitty_Winn
Herb Edelman;False;5/11/1933;['New York', ', ', 'New York', ', ', 'U.S.'];https://en.wikipedia.org/wiki/Herb_Edelman
Valentina Cortese;True;1/1/1923;['Milan', ', ', 'Lombardy', ', Italy'];https://en.wikipedia.org/wiki/Valentina_Cortese
Avon Long;False;18/6/1910;['Baltimore', ', Maryland'];https://en.wikipedia.org/wiki/Avon_Long
Jack MacGowran;False;13/10/1918;['Dublin, Ireland'];https://en.wikipedia.org/wiki/Jack_MacGowran
Jason Miller (playwright);False;22/4/1939;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Jason_Miller_(playwright)
Alexandra Stewart;True;10/6/1939;['Montreal, Quebec', ', Canada'];https://en.wikipedia.org/wiki/Alexandra_Stewart
Patrick O'Neal (actor);False;26/9/1927;['Ocala, Florida', ', U.S.'];https://en.wikipedia.org/wiki/Patrick_O%27Neal_(actor)
Inga Gill;True;2/5/1925;['Stockholm', ', Sweden'];https://en.wikipedia.org/wiki/Inga_Gill
Linda Blair;True;22/1/1959;['St. Louis', ', ', 'Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Linda_Blair
Jean Champion;False;9/3/1917;['Chalon-sur-Saône', ', France'];https://en.wikipedia.org/wiki/Jean_Champion
Jean-Pierre Aumont;False;5/1/1911;['Paris', ', France'];https://en.wikipedia.org/wiki/Jean-Pierre_Aumont
Laurie Heineman;True;4/8/1948;['Chicago, Illinois'];https://en.wikipedia.org/wiki/Laurie_Heineman
John Houseman;False;22/9/1902;['Bucharest', ', ', 'Kingdom of Romania'];https://en.wikipedia.org/wiki/John_Houseman
Zubin Mehta;False;29/4/1936;['Bombay', ', ', 'Bombay Presidency', ', ', 'British India', '(now ', 'Mumbai', ', Maharashtra, India)'];https://en.wikipedia.org/wiki/Zubin_Mehta
